null	11643928	3998332	1427845027	11001100111100000001001010011000101101110110	1
null	11643927	3998330	1427845032	11001100111100000001001010011000101101110011	1
null	11643898	3998288	1427845054	11001100111100000001001010011000100000001111	1
null	11643863	3998249	1427845068	11001100111100000001001010001101010011111000	1
null	11643863	3998249	1427845069	11001100111100000001001010001101010011111000	1
null	11643845	3998204	1427845080	11001100111100000001001010001101000100001011	1
null	11643821	3998161	1427845089	11001100111100000001001010000110111100110111	1
null	11643793	3998118	1427845100	11001100111100000001001010000110100101011011	1
null	11643765	3998075	1427845108	11001100111100000001001010000110001000001111	1
null	11643740	3998034	1427845116	11001100111100000001001010000011010001001110	1
null	11643706	3997993	1427845124	11001100111100000001001010000001100110101011	1
null	11643677	3997950	1427845140	11001100111100000001001010000000011110110111	1
null	11643556	3997761	1427845162	11001100111100000000011101111111001000110001	1
null	11643524	3997719	1427845167	11001100111100000000011101111110010001000101	1
null	11643498	3997676	1427845172	11001100111100000000011101111100101100000011	1
null	11643462	3997623	1427845177	11001100111100000000011101111001011110001011	1
null	11643433	3997580	1427845182	11001100111100000000011101111001000110010111	1
null	11643405	3997538	1427845187	11001100111100000000011101110010111111010110	1
null	11643368	3997496	1427845192	11001100111100000000011101110010110000011001	1
null	11643338	3997453	1427845197	11001100111100000000011101110010001001000100	1
null	11643314	3997411	1427845202	11001100111100000000011101100111010100000011	1
null	11643285	3997368	1427845207	11001100111100000000011101100101101100010101	1
null	11643253	3997327	1427845218	11001100111100000000011101100100011111110110	1
null	11643253	3997327	1427845219	11001100111100000000011101100100011111110110	1
null	11643233	3997283	1427845228	11001100111100000000011101100100011000000101	1
null	11643206	3997240	1427845235	11001100111100000000011101001110101011101011	1
null	11643179	3997196	1427845252	11001100111100000000011101001011110011111111	1
null	11643170	3997172	1427845305	11001100111100000000011101001011110010001000	1
null	11643161	3997125	1427845324	11001100111100000000011101001011100000110010	1
null	11643153	3997079	1427845336	11001100111100000000011101001010011011101010	1
null	11643149	3997077	1427845381	11001100111100000000011101001010011010110111	1
null	11643147	3997031	1427845394	11001100111100000000011101001010001011100101	1
null	11643149	3996983	1427845406	11001100111100000000011100011111011011110110	1
null	11643149	3996937	1427845420	11001100111100000000011100011111001110100110	1
null	11643137	3996913	1427845466	11001100111100000000011100011111001000101101	1
null	11643079	3996895	1427845476	11001100111100000000011100011100111101001011	1
null	11643018	3996898	1427845492	11001100111100000000011100011100010111101100	1
null	11642957	3996899	1427845506	11001100111100000000011100010110110111000111	1
null	11642899	3996908	1427845522	11001100111100000000011100010111000000101000	1
null	11642901	3996917	1427845531	11001100111100000000011100010111000000111110	1
null	11642968	3996934	1427845537	11001100111100000000011100010111101100000000	1
null	11643033	3996951	1427845543	11001100111100000000011100011101001101101110	1
null	11643093	3996953	1427845549	11001100111100000000011100011101101111001111	1
null	11643155	3996963	1427845555	11001100111100000000011100011111110000000011	1
null	11643218	3996958	1427845565	11001100111100000000011100110101000101111110	1
null	11643285	3996956	1427845575	11001100111100000000011100110101101101010001	1
null	11643345	3996974	1427845582	11001100111100000000011100110111011001100010	1
null	11643407	3996972	1427845589	11001100111100000000011100110111111010011101	1
null	11643467	3996965	1427845595	11001100111100000000011100111101011010101101	1
null	11643524	3996954	1427845600	11001100111100000000011100111111000101010000	1
null	11643592	3996952	1427845607	11001100111100000000011100111111100111000111	1
null	11643645	3996929	1427845615	11001100111100000000011110010101000011010011	1
null	11643702	3996904	1427845624	11001100111100000000011110010100110111110110	1
null	11643750	3996879	1427845629	11001100111100000000011110010110010011010111	1
null	11643799	3996844	1427845635	11001100111100000000011110010110100101101110	1
null	11643845	3996799	1427845642	11001100111100000000011110011001010101011110	1
null	11643900	3996772	1427845649	11001100111100000000011110011001110001110100	1
null	11643960	3996736	1427845657	11001100111100000000011110011011000111000001	1
null	11644005	3996703	1427845664	11001100111100000000011110011011100000011011	1
null	11644055	3996672	1427845671	11001100111100000000011110110000010100000110	1
null	11644100	3996637	1427845677	11001100111100000000011110110000001111110011	1
null	11644157	3996617	1427845684	11001100111100000000011110110000101110101010	1
null	11644202	3996587	1427845689	11001100111100000000011110100111011111011110	1
null	11644245	3996553	1427845695	11001100111100000000011110100111111001100011	1
null	11644288	3996520	1427845701	11001100111100000000011110101101000110111110	1
null	11644333	3996488	1427845707	11001100111100000000011110101101100010001100	1
null	11644391	3996466	1427845718	11001100111100000000011110101110010110110011	1
null	11644422	3996423	1427845723	11001100111100000000011110101110001111101111	1
null	11644472	3996391	1427845729	11001100111100000000011110101110101010111101	1
null	11644527	3996360	1427845734	11001100111100000000110100000001011110111011	1
null	11644572	3996329	1427845741	11001100111100000000110100000001111010001110	1
null	11644594	3996314	1427845776	11001100111100000000110100000011000111000001	1
null	11644636	3996282	1427845789	11001100111100000000110100000011100000010110	1
null	11644636	3996282	1427845790	11001100111100000000110100000011100000010110	1
null	11644632	3996235	1427845798	11001100111100000000110100000010011011101011	1
null	11644594	3996200	1427845807	11001100111100000000110100000010000110010000	1
null	11644594	3996199	1427845808	11001100111100000000110100000010000110000101	1
null	11644553	3996163	1427845819	11001100111100000000110001010101110111111011	1
null	11644511	3996128	1427845825	11001100111100000000110001010101011001101000	1
null	11644504	3996125	1427845835	11001100111100000000110001010101011000010110	1
null	11644464	3996087	1427845841	11001100111100000000011011111111101011010111	1
null	11644464	3996087	1427845842	11001100111100000000011011111111101011010111	1
null	11644424	3996049	1427845848	11001100111100000000011011111110110101000011	1
null	11644382	3996008	1427845855	11001100111100000000011011111110000101111111	1
null	11644382	3996008	1427845856	11001100111100000000011011111110000101111111	1
null	11644332	3995982	1427845861	11001100111100000000011011111100100110000010	1
